Customer ID,Date,Time,First Name,Last Name,Gender,Gmail Address,Phone Number,Country,Address,Contact Later,Fruits,Apple,Banana,Orange,Grapes,Strawberry,Pineapple,Mango,Blueberry,Peach,Cherry,Total
CusID- 353,"22 Apr, 2024",07:56:56,Mark,Baker,Female,fmejia@example.org,54822023-1\43,Trinidad and Tobago,"Nebraska, 9458 Jessica Mountain, 01454",n,"Cherry,Banana",1.7,2.5,1.9,1.3,2.6,1.4,1.3,2.2,1.7,1.3,3.8
CusID- 354,"06 Feb, 2023",18:12:55,Melissa,_Gonzalez,Female,oli@example.org,8940280\00|51,Maldives,"Nevada, 999 Anderson Gateway, 96211",n,"Pineapple,Peach,Orange,Banana",1.7,2.7,2.5,2.4,2.0,1.7,2.6,2.3,2.3,2.1,9.2
CusID- 355,"05 Apr, 2021",10:49:34,Emily,Hill,M,taylorchelsea@example.com,5\28803459|62,China,"Maine, , 68142",no,"Banana,Pineapple,Cherry,Peach",2.4,1.7,2.3,1.4,2.6,2.2,1.3,2.5,1.9,2.1,7.9
356,"11 Jun, 2024",17:19:21,Kimberly,_Mitchell,Female,yanderson@example.com,6\3451412-945,Jersey,"Idaho, 679 Steven Summit, ",N,"Grapes,Strawberry,Peach,Blueberry",1.4,1.7,1.3,2.6,2.2,1.7,2.2,2.2,2.0,2.5,9.0
CusID- 357,"30 Jan, 2023",19:25:04,Andrew,Turner,f,tammyjones@example.net,648|898\96192,Sri Lanka,"Oklahoma, 5701 Taylor Parks Apt. 588, ",yes,Strawberry,2.6,2.5,2.0,2.4,2.6,1.7,2.6,1.8,1.7,1.5,2.6
CusID- 358,"04 Dec, 2022",15:09:49,Kimberly,Jones,Female,williamreeves@example.com,92|0053098|43,Iraq,"Illinois, 2699 Derek Passage Suite 274, 74986",yes,"Cherry,Mango,Pineapple,Orange,Strawberry",2.3,1.9,1.6,2.0,2.1,2.5,2.4,2.3,1.3,1.3,9.9
CusID- 359,"31 Jan, 2023",02:50:32,Karen,Garcia,f,wendy78@example.org,166\\25763445,Turks and Caicos Islands,"Wyoming, , 63980",n,"Grapes,Pineapple,Orange,Banana,Peach",2.3,2.7,1.5,1.7,2.4,1.6,2.3,2.7,2.4,2.1,9.9
CusID- 359,"31 Jan, 2023",02:50:32,Karen,Garcia,f,wendy78@example.org,166\\25763445,Turks and Caicos Islands,"Wyoming, , 63980",n,"Grapes,Pineapple,Orange,Banana,Peach",2.3,2.7,1.5,1.7,2.4,1.6,2.3,2.7,2.4,2.1,9.9
360,"25 Jul, 2022",16:24:05,Christopher,|Scott,m,robert74@example.net,38|90\1566387,United States Virgin Islands,"Minnesota, , 66747",Y,"Pineapple,Apple",2.6,2.7,2.6,2.1,1.8,2.5,1.6,2.4,2.3,2.1,5.1
CusID- 361,"17 Mar, 2021",12:06:12,Anthony,...Miller,M,evan72@example.com,073|89733-308,Barbados,"Texas, , 24826",no,"Peach,Strawberry,Orange",2.1,1.5,1.4,1.5,1.3,1.3,1.8,1.6,1.8,1.7,4.5
362,"14 Sep, 2022",08:59:26,Sandra,_White,m,jessica22@example.org,4799-09032\79,Saint Pierre and Miquelon,"Pennsylvania, , 86295",no,"Apple,Orange,Banana,Blueberry,Grapes",2.7,1.8,1.3,1.9,1.5,2.2,2.1,1.6,1.4,2.3,9.3
363,"16 May, 2024",05:31:56,Steven,...Brown,Female,crawfordsarah@example.com,093-104|91831,Sao Tome and Principe,"Georgia, 71193 Shelton Spur Apt. 516, 57673",N,"Strawberry,Mango,Peach",1.8,2.1,1.8,1.5,1.8,2.3,1.5,2.0,2.1,1.8,5.4
364,"02 Nov, 2021",10:18:42,Brian,Rodriguez,f,richard46@example.com,6-70293428-29,Zimbabwe,"New York, , 74291",yes,"Grapes,Orange,Banana",1.4,2.6,1.6,1.5,1.3,1.6,2.1,1.5,2.7,2.6,5.7
CusID- 365,"13 Jul, 2022",16:06:41,Deborah,...Roberts,M,darrellsaunders@example.org,071587|9|8549,Lao People's Democratic Republic,"Kentucky, , 71097",yes,"Cherry,Orange,Mango",2.5,2.5,2.3,1.7,1.9,2.6,2.4,1.4,2.5,2.3,7.0
CusID- 366,"03 Sep, 2022",02:52:33,Donald,Baker,F,allison26@example.org,3811-42|44485,Malawi,"Utah, , 84999",N,"Banana,Peach,Apple",1.9,2.7,2.2,1.8,1.3,2.7,1.4,2.5,1.5,1.4,6.1
CusID- 367,"04 Jan, 2021",22:18:54,Joseph,Adams,M,nicholas76@example.com,02027519|6-26,Belgium,"Florida, 8867 Charles Greens Suite 071, 53372",no,"Blueberry,Strawberry,Apple,Banana",2.3,1.4,2.4,2.1,1.2,2.2,2.1,1.6,1.7,1.7,6.5
CusID- 368,"30 Dec, 2021",17:15:31,George,\Turner,Male,qalvarado@example.com,7-2\315076722,Gambia,"New Mexico, , ",N,Strawberry,2.6,1.8,2.2,1.3,1.6,2.6,1.5,2.1,2.3,1.3,1.6
CusID- 368,"30 Dec, 2021",17:15:31,George,\Turner,Male,qalvarado@example.com,7-2\315076722,Gambia,"New Mexico, , ",N,Strawberry,2.6,1.8,2.2,1.3,1.6,2.6,1.5,2.1,2.3,1.3,1.6
CusID- 369,"20 Jun, 2022",07:26:18,Amanda,|Phillips,Male,jose09@example.net,0|3184-688290,Antigua and Barbuda,"West Virginia, 84220 Ashley Burg, ",n,"Strawberry,Pineapple,Blueberry,Apple",2.3,2.4,1.2,2.5,2.0,1.8,2.5,1.4,1.3,1.2,7.499999999999999
CusID- 370,"15 Dec, 2022",14:41:46,Lisa,\Turner,m,jacob14@example.org,2879-15367\76,French Polynesia,"New York, , 82131",n,"Strawberry,Mango",2.6,1.8,2.5,1.8,2.1,1.6,2.3,1.8,1.7,1.7,4.4
CusID- 370,"15 Dec, 2022",14:41:46,Lisa,\Turner,m,jacob14@example.org,2879-15367\76,French Polynesia,"New York, , 82131",n,"Strawberry,Mango",2.6,1.8,2.5,1.8,2.1,1.6,2.3,1.8,1.7,1.7,4.4
371,"27 Feb, 2024",08:05:31,Kevin,|Roberts,Female,brendacastillo@example.org,846181-14|564,Holy See (Vatican City State),"Maine, , 40148",N,"Apple,Orange",2.6,2.1,1.9,1.7,2.3,2.6,1.2,1.7,2.3,1.2,4.5
372,"03 Jun, 2023",17:30:42,Joshua,Johnson,Female,rodriguezchristopher@example.com,00|1\77951897,Djibouti,"Florida, 86200 Lewis Mall, ",yes,"Strawberry,Mango",1.8,2.0,2.7,1.4,1.7,2.0,2.5,2.1,2.0,2.1,4.2
373,"26 Jan, 2023",08:08:31,Richard,...Parker,Female,kmccall@example.net,1979|2129-624,Pitcairn Islands,"Wisconsin, 01491 Alexander Motorway Suite 171, ",n,"Mango,Strawberry,Blueberry",2.3,2.1,1.6,2.0,1.9,1.8,1.4,2.0,1.9,2.1,5.3
374,"18 Oct, 2021",09:46:01,John,Gonzalez,m,xwallace@example.com,458|95-915950,Sierra Leone,"Utah, 68110 Lucas Brooks Apt. 769, ",no,"Pineapple,Mango,Orange,Banana,Blueberry",1.9,1.4,1.5,2.3,1.6,1.7,2.7,2.0,1.3,1.5,9.3
CusID- 375,"17 Mar, 2023",20:48:51,Joshua,Smith,m,moramargaret@example.net,50|9404851-07,Equatorial Guinea,"Kansas, 360 Paul Dale, 32138",n,"Mango,Cherry,Peach",2.5,2.4,1.3,1.8,2.5,1.7,1.7,1.9,1.9,2.5,6.1
CusID- 376,"02 Dec, 2022",10:06:15,Michael,_Hall,Female,ysellers@example.net,4-513244-9341,Vanuatu,"Montana, 327 Erica Union Apt. 319, ",y,"Blueberry,Apple,Orange",1.4,1.9,2.0,2.1,1.4,2.7,1.5,1.8,2.5,1.3,5.2
CusID- 376,"02 Dec, 2022",10:06:15,Michael,_Hall,Female,ysellers@example.net,4-513244-9341,Vanuatu,"Montana, 327 Erica Union Apt. 319, ",y,"Blueberry,Apple,Orange",1.4,1.9,2.0,2.1,1.4,2.7,1.5,1.8,2.5,1.3,5.2
CusID- 377,"09 Jan, 2024",02:26:48,Margaret,_Allen,Female,tonya53@example.org,89\-738409776,Malta,"Minnesota, 024 Schultz Cliff, 78560",N,"Grapes,Apple,Pineapple",1.8,2.7,1.9,2.4,1.5,2.4,1.2,1.6,1.9,1.6,6.6
378,"18 Sep, 2023",16:38:21,Brian,...Green,F,mcconnellstephen@example.com,0\008974\6169,French Guiana,"Montana, 0124 Griffin Extension Suite 480, 43035",n,"Peach,Grapes,Banana",1.6,2.2,1.7,1.3,1.8,1.6,2.3,1.6,2.2,1.6,5.7
378,"18 Sep, 2023",16:38:21,Brian,...Green,F,mcconnellstephen@example.com,0\008974\6169,French Guiana,"Montana, 0124 Griffin Extension Suite 480, 43035",n,"Peach,Grapes,Banana",1.6,2.2,1.7,1.3,1.8,1.6,2.3,1.6,2.2,1.6,5.7
CusID- 379,"16 Dec, 2024",21:25:22,Amanda,Collins,f,jeremyflores@example.net,5254\6|171034,New Caledonia,"Ohio, 567 Joshua Isle Apt. 406, 84823",yes,"Blueberry,Grapes,Orange",2.7,2.6,1.8,1.8,1.3,2.2,2.6,2.4,1.7,2.4,6.0
CusID- 380,"14 Sep, 2021",04:42:40,Anthony,\Hall,Female,millergabriella@example.com,774|689578-61,Togo,"Wisconsin, 484 Garcia Via, 70602",Y,"Pineapple,Strawberry,Grapes,Apple,Blueberry",1.8,2.1,1.4,2.1,1.8,2.2,2.1,2.6,2.3,2.2,10.5
CusID- 380,"14 Sep, 2021",04:42:40,Anthony,\Hall,Female,millergabriella@example.com,774|689578-61,Togo,"Wisconsin, 484 Garcia Via, 70602",Y,"Pineapple,Strawberry,Grapes,Apple,Blueberry",1.8,2.1,1.4,2.1,1.8,2.2,2.1,2.6,2.3,2.2,10.5
CusID- 381,"08 Sep, 2024",15:42:53,Barbara,Johnson,M,asmith@example.com,825107\|89343,Hungary,"Montana, 7565 Angela Walk Apt. 476, ",Y,"Grapes,Strawberry,Cherry",2.4,1.6,2.0,1.3,2.1,1.4,2.0,1.6,2.5,2.6,6.0
CusID- 381,"08 Sep, 2024",15:42:53,Barbara,Johnson,M,asmith@example.com,825107\|89343,Hungary,"Montana, 7565 Angela Walk Apt. 476, ",Y,"Grapes,Strawberry,Cherry",2.4,1.6,2.0,1.3,2.1,1.4,2.0,1.6,2.5,2.6,6.0
382,"06 Jan, 2024",04:14:06,Melissa,Adams,M,hmcdowell@example.com,44337-535-685,Sierra Leone,"Rhode Island, 60017 Santana Ports, 99353",Y,"Pineapple,Strawberry",1.5,1.3,1.5,1.6,2.6,1.4,2.6,2.2,2.4,1.7,4.0
CusID- 383,"23 Nov, 2023",05:11:23,Margaret,|Carter,F,obrown@example.org,9581|6579|498,Somalia,"Missouri, 6338 Jefferson Lodge, 20089",y,"Banana,Mango,Apple",2.4,1.8,1.4,2.5,2.0,1.8,1.3,2.0,2.6,1.8,5.5
384,"05 Aug, 2023",01:16:05,Brian,\Wilson,Male,kimberlyhall@example.org,6-28219|35252,El Salvador,"North Dakota, 588 Cross Mills Suite 791, 64504",yes,"Strawberry,Peach,Pineapple,Cherry",2.0,1.6,2.5,2.2,2.5,2.5,1.6,1.8,2.0,2.2,9.2
385,"16 Sep, 2024",02:14:13,Deborah,Scott,Female,clarkejennifer@example.org,5|62853-54223,Pakistan,"Alaska, 142 Dustin Skyway, 07183",Y,"Blueberry,Mango,Apple,Cherry",2.3,2.2,1.9,2.0,2.5,1.7,1.3,1.2,1.8,1.9,6.699999999999999
CusID- 386,"26 Mar, 2023",11:12:59,Lisa,...Adams,f,awoodward@example.com,02183-5-98868,Luxembourg,"New York, 71392 Garcia Landing Suite 759, 29976",no,Pineapple,2.0,1.7,2.0,2.5,1.7,1.4,1.2,2.5,1.9,2.1,1.4
CusID- 387,"28 Jan, 2024",04:44:06,Susan,Williams,f,tateteresa@example.com,3\61580\11209,Uruguay,"New Mexico, , 14103",y,"Apple,Mango,Grapes",1.8,2.1,1.4,2.2,1.3,2.7,1.7,1.9,1.6,1.5,5.7
388,"06 Nov, 2024",09:11:43,Kevin,Campbell,Male,angelameyer@example.org,445\9-2738901,Guernsey,"South Carolina, , 37908",Y,"Cherry,Grapes,Strawberry",1.9,1.5,1.4,2.7,1.6,2.6,1.4,1.9,2.0,1.8,6.1
CusID- 389,"03 Jun, 2022",05:24:52,Jessica,Allen,M,brewerlinda@example.net,399-14|084950,Micronesia,"California, 344 Katelyn Walk, ",n,"Grapes,Apple",1.8,2.4,2.6,1.3,2.6,2.4,2.0,1.5,1.6,2.1,3.1
CusID- 390,"05 Feb, 2023",13:40:15,Richard,_Perez,f,gordonliu@example.com,1|778578\6323,Moldova,"Oklahoma, 131 Arnold Orchard Suite 768, 76985",Y,"Pineapple,Grapes,Mango",1.7,2.4,1.9,2.2,1.8,1.9,1.8,1.7,1.3,2.5,5.8999999999999995
CusID- 391,"01 Dec, 2023",03:33:49,Melissa,Baker,Female,jacqueline67@example.com,77-39-4758712,Sudan,"California, 789 Wilson Plain, ",N,"Peach,Apple",1.5,1.5,1.8,2.4,1.3,1.7,2.0,2.4,2.6,2.6,4.1
CusID- 392,"13 Sep, 2022",19:25:17,Lisa,...King,f,angela08@example.net,3866|1|231387,Maldives,"Connecticut, 045 Rodriguez Estates Apt. 608, 01329",y,Banana,1.4,2.6,2.4,1.3,1.2,2.2,2.4,1.9,2.5,2.6,2.6
CusID- 392,"13 Sep, 2022",19:25:17,Lisa,...King,f,angela08@example.net,3866|1|231387,Maldives,"Connecticut, 045 Rodriguez Estates Apt. 608, 01329",y,Banana,1.4,2.6,2.4,1.3,1.2,2.2,2.4,1.9,2.5,2.6,2.6
CusID- 393,"18 Aug, 2023",05:19:53,Elizabeth,Lopez,Male,kevin59@example.net,24634841|8\84,Sri Lanka,"New Hampshire, , ",no,"Orange,Grapes,Mango,Banana",1.6,2.5,1.8,2.0,2.7,1.3,1.4,2.1,1.8,2.7,7.699999999999999
CusID- 393,"18 Aug, 2023",05:19:53,Elizabeth,Lopez,Male,kevin59@example.net,24634841|8\84,Sri Lanka,"New Hampshire, , ",no,"Orange,Grapes,Mango,Banana",1.6,2.5,1.8,2.0,2.7,1.3,1.4,2.1,1.8,2.7,7.699999999999999
CusID- 394,"01 Aug, 2021",18:56:36,Deborah,...Lopez,m,jacob88@example.org,66358426||368,United Arab Emirates,"Rhode Island, 7257 Villa Falls, 77112",y,"Apple,Orange,Strawberry,Blueberry",2.4,1.9,2.5,1.9,2.6,1.4,1.6,2.5,2.5,1.4,10.0
CusID- 395,"10 Jul, 2021",20:05:38,Charles,Taylor,M,williamsheather@example.org,73507|6-35757,Madagascar,"Alabama, , 53918",yes,Mango,2.1,1.4,2.6,1.3,1.4,2.3,2.4,2.1,2.5,1.8,2.4
CusID- 395,"10 Jul, 2021",20:05:38,Charles,Taylor,M,williamsheather@example.org,73507|6-35757,Madagascar,"Alabama, , 53918",yes,Mango,2.1,1.4,2.6,1.3,1.4,2.3,2.4,2.1,2.5,1.8,2.4
CusID- 396,"05 Dec, 2023",09:12:44,Nancy,Young,m,aaronmoreno@example.org,6249|31679-20,Comoros,"Louisiana, 3226 Evan Prairie Apt. 734, 62580",y,"Pineapple,Cherry",1.8,1.3,1.3,2.1,2.6,2.4,1.9,1.5,1.9,2.1,4.5
CusID- 397,"30 Jan, 2022",23:10:39,Kimberly,Harris,Male,mmcmahon@example.net,2|11636432\34,Palestinian Territory,"Alaska, 92345 Fox Row Suite 880, 84318",y,"Peach,Strawberry,Apple",2.1,2.2,1.7,2.6,1.9,2.2,2.2,1.8,1.9,1.6,5.9
398,"20 Oct, 2024",08:08:44,James,Evans,m,maria62@example.com,21-8513750\64,Bhutan,"Maine, , ",n,"Apple,Strawberry,Banana,Mango,Orange",1.3,1.5,2.2,1.9,2.6,1.6,2.3,2.3,2.6,2.4,9.9
CusID- 399,"24 Jul, 2021",07:42:38,Steven,Hill,Male,derek28@example.com,9879|3062|440,Mauritius,"Montana, 1009 Danielle Vista Suite 570, 35076",no,"Mango,Pineapple",1.4,2.2,1.5,1.7,2.5,2.3,1.7,1.6,1.6,1.9,4.0
400,"14 Mar, 2024",01:26:23,Sarah,Rodriguez,Female,craiggary@example.org,9096\613\5341,Romania,"Minnesota, , 45909",yes,"Grapes,Pineapple",2.2,2.5,2.0,2.4,2.0,2.0,1.8,2.3,2.1,1.4,4.4
CusID- 401,"29 Sep, 2024",12:52:46,Lisa,\Williams,m,hernandezjoshua@example.org,50-459-835899,Bahamas,"Michigan, 16874 Zavala Prairie Apt. 200, 23482",yes,"Orange,Peach",1.3,1.3,2.1,2.4,2.0,2.0,1.9,2.4,2.4,1.7,4.5
402,"24 Jan, 2021",23:09:48,Melissa,Martin,F,melanie95@example.com,79|94-0684663,Bulgaria,"Missouri, 3420 John Walks Apt. 403, 97913",n,"Orange,Peach,Apple",1.5,1.5,1.7,1.6,1.3,1.9,2.4,1.3,2.1,2.0,5.3
CusID- 403,"28 Jun, 2024",18:16:40,George,Hill,f,marcusibarra@example.org,320\-16316736,Vanuatu,"Delaware, , ",no,"Mango,Peach,Blueberry,Apple",2.6,2.0,1.6,1.7,2.1,1.7,2.5,2.0,2.6,1.4,9.7
CusID- 404,"27 May, 2021",14:46:48,Lisa,Nelson,m,holmesdavid@example.net,08-56896\1169,Saint Vincent and the Grenadines,"Alabama, 332 Wendy Landing Apt. 923, 70981",N,"Peach,Mango,Banana,Orange,Strawberry",1.3,2.1,1.3,2.5,2.3,2.6,2.6,2.6,2.3,2.5,10.600000000000001
405,"06 Mar, 2021",07:20:11,Deborah,|Garcia,Male,ylucas@example.com,994|0-6994659,Tunisia,"Maine, 39010 Sean Port Apt. 516, 98682",N,"Banana,Mango,Peach,Blueberry,Cherry",1.3,1.8,1.8,2.0,1.3,2.5,2.4,1.2,1.4,1.4,8.2
406,"19 Jul, 2021",19:10:27,Dorothy,...Jackson,m,kellycruz@example.com,85|129\623315,Central African Republic,"Minnesota, , 93612",no,"Apple,Peach,Mango,Blueberry",2.1,1.9,1.5,2.0,2.0,1.9,1.6,2.6,1.2,1.5,7.5
407,"25 Mar, 2023",19:18:22,William,Davis,F,david45@example.com,89550\-584498,Uruguay,"New Jersey, 87290 Luke Pines, 03520",no,"Banana,Mango",1.9,1.3,1.6,1.8,1.3,1.7,1.8,2.1,2.2,2.6,3.1
CusID- 408,"20 Nov, 2022",13:01:11,Kevin,Parker,F,nnguyen@example.com,974-21162-999,Benin,"Texas, 739 Smith Ramp Apt. 698, 99430",n,"Cherry,Pineapple,Banana,Blueberry,Mango",1.5,1.3,1.9,1.8,2.6,2.5,1.3,1.8,1.8,2.5,9.4
409,"24 Nov, 2024",07:28:27,Michelle,\Green,F,juanhaynes@example.com,93|4376938|68,Pakistan,"Kentucky, 6111 Bryan Square Apt. 072, ",y,"Banana,Strawberry,Cherry",2.0,1.3,1.5,2.2,1.5,1.7,1.8,2.1,1.4,1.3,4.1
409,"24 Nov, 2024",07:28:27,Michelle,\Green,F,juanhaynes@example.com,93|4376938|68,Pakistan,"Kentucky, 6111 Bryan Square Apt. 072, ",y,"Banana,Strawberry,Cherry",2.0,1.3,1.5,2.2,1.5,1.7,1.8,2.1,1.4,1.3,4.1
CusID- 410,"28 Jun, 2023",19:20:08,Nancy,\Turner,m,buchananmichael@example.net,49204|118|758,Guadeloupe,"Massachusetts, 9649 Christopher Isle Apt. 663, 17882",Y,"Grapes,Pineapple,Strawberry",1.8,2.5,1.2,2.4,1.9,2.0,2.0,2.1,2.4,2.4,6.300000000000001
411,"27 Mar, 2021",04:45:37,Thomas,\Scott,M,kristinstark@example.org,12\559\433412,Sweden,"Georgia, 569 John Rue Apt. 089, 87823",no,Strawberry,2.2,2.2,2.0,2.3,1.4,2.0,1.2,2.5,1.6,2.7,1.4
412,"28 Nov, 2021",22:11:03,Kimberly,Perez,f,kyle52@example.org,20867|\982788,Hong Kong,"Indiana, , ",y,"Grapes,Peach,Blueberry",1.5,2.7,1.9,2.2,2.6,2.0,1.9,2.5,2.7,2.1,7.4
CusID- 413,"02 Jun, 2021",04:35:47,Jessica,|Turner,F,hughesalejandro@example.org,6\39|72724434,Lesotho,"Vermont, 1698 Gregory Valley Suite 803, 43223",yes,"Pineapple,Cherry,Peach",1.4,1.8,2.5,2.5,1.4,2.5,1.5,1.3,2.5,1.6,6.6
CusID- 414,"24 Apr, 2021",14:29:40,Anthony,Gonzalez,Female,davidsmith@example.com,19\02|9336157,Lesotho,"Virginia, , 48900",no,"Strawberry,Blueberry",2.0,2.5,1.2,1.4,1.4,2.2,2.5,2.4,1.6,1.9,3.8
415,"22 Sep, 2022",17:36:37,Daniel,Davis,Female,berrykayla@example.org,28783811-5-45,Mali,"Pennsylvania, , 20334",n,"Cherry,Mango,Apple,Banana,Strawberry",2.4,2.0,1.2,1.5,1.6,1.9,1.3,2.3,2.2,2.6,9.9
416,"11 Dec, 2024",14:52:05,Sarah,Green,f,darius88@example.org,751|803\46126,Guadeloupe,"Missouri, 66999 Brandon Summit Suite 077, ",yes,Strawberry,1.4,2.4,1.6,2.6,1.5,1.4,2.3,1.6,1.3,2.6,1.5
417,"30 Oct, 2021",22:00:42,Mark,\Hill,Male,michael67@example.net,355|88-463588,Kiribati,"New Mexico, 796 Pamela Fields Apt. 053, ",N,"Strawberry,Peach,Grapes,Banana,Cherry",2.0,1.8,1.9,1.4,2.5,2.3,1.9,1.7,1.9,1.9,9.5
418,"02 Mar, 2022",17:12:20,Michael,Smith,f,lhoward@example.com,0\97774131\03,Christmas Island,"Florida, 6537 Perez Crescent Apt. 794, 91796",N,"Grapes,Apple,Peach,Orange",1.7,2.0,1.4,2.4,1.6,2.2,1.6,1.4,2.2,1.3,7.699999999999999
419,"06 Jun, 2024",10:24:59,Patricia,Hill,f,ujones@example.net,0605447-20-24,Iceland,"Arizona, 2772 Ellis Groves Apt. 084, ",y,"Blueberry,Grapes,Mango,Apple",2.4,2.6,1.6,2.5,2.3,2.0,1.3,2.2,2.6,1.5,8.4
419,"06 Jun, 2024",10:24:59,Patricia,Hill,f,ujones@example.net,0605447-20-24,Iceland,"Arizona, 2772 Ellis Groves Apt. 084, ",y,"Blueberry,Grapes,Mango,Apple",2.4,2.6,1.6,2.5,2.3,2.0,1.3,2.2,2.6,1.5,8.4
420,"02 Dec, 2024",22:45:06,Robert,Lee,Male,duncanmartin@example.net,7306-72\62776,Fiji,"Alaska, 93941 Delgado Brooks Suite 519, ",N,"Grapes,Peach",1.8,1.8,1.7,1.2,1.3,2.6,1.4,1.2,2.3,2.0,3.5
CusID- 421,"28 Jan, 2022",20:06:08,Emily,Scott,f,kcasey@example.net,7|38\87421470,Netherlands,"Colorado, 52505 Shannon Shore Suite 614, ",no,Banana,2.5,1.6,1.2,1.5,1.4,2.3,2.3,2.2,2.4,2.3,1.6
CusID- 422,"13 Oct, 2022",06:09:20,Lisa,...Collins,m,shaffertara@example.org,0-31\84489055,Reunion,"Delaware, 556 Johnson Lights, 91986",no,"Banana,Cherry,Strawberry,Peach,Pineapple",2.1,1.8,1.4,1.5,2.4,2.3,1.8,1.3,1.5,1.6,9.600000000000001
423,"17 May, 2022",13:47:54,Michael,Hernandez,F,lisa73@example.com,07-31112\0688,Ethiopia,"Rhode Island, 87816 Bowen Dale, ",y,"Orange,Grapes,Strawberry",2.1,1.3,2.2,1.7,1.5,1.8,1.2,2.5,2.5,1.2,5.4
CusID- 424,"26 Jan, 2023",22:25:50,Donald,|Wright,m,wknox@example.org,2624697||0649,Pitcairn Islands,"Tennessee, , 31365",no,Cherry,1.9,1.3,1.3,2.5,1.6,2.7,1.3,1.3,2.2,1.6,1.6
CusID- 425,"08 Nov, 2022",23:20:14,Betty,|Wilson,F,daniel61@example.net,1434754\24-46,Paraguay,"Nebraska, , 58225",N,Blueberry,2.2,1.7,2.0,1.2,1.8,2.1,2.2,1.9,2.6,1.4,1.9
426,"15 May, 2023",22:35:20,Charles,_Lopez,F,ericpatterson@example.net,4281\|7381624,Thailand,"Kentucky, , 91174",y,"Pineapple,Banana,Grapes,Cherry",2.5,2.1,1.3,2.1,1.7,2.5,1.9,1.6,1.9,1.5,8.2
427,"16 Feb, 2024",01:32:04,Matthew,\Robinson,m,marquezlauren@example.com,8-9686142|585,Norfolk Island,"New Hampshire, , 85181",y,Peach,1.4,1.8,1.6,1.3,2.3,2.3,1.7,2.6,2.6,2.7,2.6
CusID- 428,"16 Jul, 2024",15:02:34,Donald,|Anderson,Female,restrada@example.org,976645|62-867,Malawi,"Nevada, , 38510",no,"Orange,Strawberry,Peach,Cherry",2.3,1.4,2.6,2.3,2.1,2.6,1.9,2.2,1.7,2.4,8.8
429,"02 Apr, 2024",08:51:16,Jennifer,Anderson,F,hamptonkayla@example.org,2\33459705\64,Mauritius,"Washington, 7101 Garcia Prairie, 72024",yes,"Blueberry,Orange",2.6,2.3,1.8,2.2,2.6,2.1,1.9,2.0,2.7,1.7,3.8
429,"02 Apr, 2024",08:51:16,Jennifer,Anderson,F,hamptonkayla@example.org,2\33459705\64,Mauritius,"Washington, 7101 Garcia Prairie, 72024",yes,"Blueberry,Orange",2.6,2.3,1.8,2.2,2.6,2.1,1.9,2.0,2.7,1.7,3.8
430,"17 Jan, 2021",05:43:52,Matthew,Harris,m,sherriwilliams@example.com,8661-145\9690,Congo,"Georgia, 8794 Carol Route, ",no,"Grapes,Apple,Blueberry,Banana",2.1,1.7,1.9,1.5,2.2,1.6,1.8,1.7,1.4,2.4,7.0
430,"17 Jan, 2021",05:43:52,Matthew,Harris,m,sherriwilliams@example.com,8661-145\9690,Congo,"Georgia, 8794 Carol Route, ",no,"Grapes,Apple,Blueberry,Banana",2.1,1.7,1.9,1.5,2.2,1.6,1.8,1.7,1.4,2.4,7.0
431,"12 Jun, 2023",23:39:33,Carol,_Anderson,Female,hmiller@example.net,354752033\\33,Comoros,"Kansas, 782 Peterson Fort Apt. 630, ",n,"Cherry,Banana,Peach,Apple",2.4,2.0,1.3,2.6,1.7,2.3,2.7,2.5,1.6,1.4,7.4
432,"24 Mar, 2021",05:47:29,Linda,Carter,m,xsanders@example.org,87777010-1|11,Mali,"New Jersey, 239 Salazar Drive, 08374",yes,"Pineapple,Orange,Strawberry,Grapes",1.6,1.3,1.5,1.6,2.3,2.4,2.5,2.4,2.5,1.6,7.799999999999999
433,"10 Jun, 2024",15:48:53,Kevin,|King,F,michelevillanueva@example.net,33031\745|725,Congo,"Iowa, 1460 French Radial, ",yes,"Pineapple,Cherry,Apple,Peach,Orange",1.6,2.5,2.3,1.8,1.5,1.2,1.6,1.8,2.6,1.7,9.399999999999999
CusID- 434,"29 Dec, 2024",11:51:49,Jessica,|Evans,f,charlesalicia@example.com,12\5|44418185,Ukraine,"New Jersey, , 93722",Y,"Orange,Apple,Grapes,Banana",1.3,1.8,2.6,1.4,2.1,1.3,1.4,2.1,1.6,2.4,7.1000000000000005
CusID- 435,"21 Feb, 2022",13:18:26,Brian,Smith,M,ksanchez@example.com,326|396902\10,Ghana,"South Carolina, 4453 Schultz Station Apt. 027, ",y,"Orange,Blueberry,Peach",2.7,2.1,1.4,1.2,1.8,2.0,2.5,2.3,2.3,2.5,6.0
CusID- 435,"21 Feb, 2022",13:18:26,Brian,Smith,M,ksanchez@example.com,326|396902\10,Ghana,"South Carolina, 4453 Schultz Station Apt. 027, ",y,"Orange,Blueberry,Peach",2.7,2.1,1.4,1.2,1.8,2.0,2.5,2.3,2.3,2.5,6.0
436,"31 Jan, 2021",05:02:49,Linda,\Wright,Female,zacharythomas@example.com,4666031|64|94,Malawi,"South Carolina, 7006 Campbell Junction, 02865",Y,Pineapple,1.9,2.2,1.5,2.7,1.2,1.2,2.2,2.0,1.5,1.4,1.2
